author,autism,coords_from,country,id,label,lang,location,measl,mood,mump,published_at,response_id,retweeted_id,state,text,vaccin,vax,vaxin,x,y,zip
Brotherjohnf (Brother Johnf),0,,,573674438966665216,-1,en,,0,-3,0,2015-03-06 02:40:19 UTC,,,,New post: Vaccine Mechanism of Harm Exposed in Gardasil Vaccine http://t.co/Yxpv64Frph,1,0,0,,,
deezaslow (Dee Zaslow),0,,,573683938012561408,0,en,,0,0,0,2015-03-06 03:18:04 UTC,,573679403496046592,,RT @ABC: World Health Organization says it will soon start large-scale testing of experimental Ebola vaccine in Guinea: http://t.co/xD2vMaJ…,1,0,0,,,
TKrypt (TKrypt),1,,,573698426011017216,-1,en,,0,0,0,2015-03-06 04:15:38 UTC,,,,MIT Professor Explains The Vaccine Autism Connection http://t.co/JUbketlxCl,1,0,0,,,
babu_saabz (Babu Sahab),0,,,573726110518661121,0,en-gb,,0,-2,0,2015-03-06 06:05:38 UTC,,,,WHO recommends annual vaccination to fight swine flu: The flu vaccine has been designed to protect against thr... http://t.co/4cY7hwMUtz,0,0,0,,,
AnonymTipster (Anonym Tipster),0,location,us,573727756183150592,-1,en,"Palo Alto, CA",0,-2,0,2015-03-06 06:12:11 UTC,,573592831182389248,ca,RT @MassDeception1: Vaccine propaganda backfire: Overhyping disease ‘outbreaks’ lowers vaccine compliance http://t.co/GC8PTWggds http://t.c…,1,0,0,-122.160794,37.44466,94301
wheelchairant (Anthony Thanasayan),0,location,my,573766031128182786,0,en,"Petaling Jaya, Malaysia",0,0,0,2015-03-06 08:44:16 UTC,,573763513501499392,,"RT @VOANews: By the end of the week, @WHO could have the first #Ebola vaccine in history - http://t.co/Hqssbx4sVa http://t.co/vNwh3w9kAy",1,0,0,101.646797,3.09584,
luvlindah (ONWUKA MAUREEN IFY),0,location,ng,573829942389121024,-1,en,"Lagos,Nigeria.",0,-2,0,2015-03-06 12:58:14 UTC,,,,Study Finds That Vaccine Instead of Ebola Made Doctor Sick https://t.co/b4owR0Yqh6 via @YahooScreen,1,0,0,3.261149,6.705219,
medquito (John Rosenberg),0,,,573833405294493696,1,en,✈,0,3,0,2015-03-06 13:11:59 UTC,,,,Hexyon gains European Commission grant for 2+1 immunization schedule via Vaccine News Daily - ... http://t.co/pC1gOGX8n9,1,0,0,,,
girlshealth (girlshealth.gov),0,location,us,573861490698100737,1,en,"Washington, D.C.",0,0,0,2015-03-06 15:03:35 UTC,,573649250032222209,dc,RT @theNCI: Gardasil 9 Vaccine Protects against Additional Types of #HPV: http://t.co/DTRvYQbK2j #CervicalCA #hncsm #cancer http://t.co/WQU…,1,0,0,-77.031959,38.89037,20004
VallianceIT (Valliance),0,,,573882234576445440,0,it,"Rome & Pisa, Italy",0,0,0,2015-03-06 16:26:01 UTC,,,,Chikungunya vaccine looks promising in phase 1 trial http://t.co/OVPTLXvvir,0,0,0,,,
Tinman_73 (colin vanhaaften),0,location,ca,573896209871536129,1,en,Ottawa,0,2,0,2015-03-06 17:21:33 UTC,,573889290494611456,on,"RT @TheGoodGodAbove: Anti-vaxxers, hemorrhoids, and ISIS are My least favorite creations.",0,0,0,-75.691184,45.42178,k1p
jaayjunaid (JUNAID ),0,,,573922717184974849,0,en,,0,0,0,2015-03-06 19:06:53 UTC,,573918635355324416,,RT @JalalQazi: About 12000 warrants have been issued against parents who defied vaccination of their children. #NayaKP #March06 #SehatKaItt…,1,0,0,,,
Fretteke_Star (valenberghs steven),0,location,be,573925307754901504,-1,nl,belgie,0,-1,0,2015-03-06 19:17:11 UTC,,,,News In Two Minutes - Vaccine Disease Link - Boko Haram Attack -Utah  Ra...: http://t.co/Ykx4jmU2NK via @YouTube,0,0,0,4.47677,50.50099,
zoporg (Zop.Org),0,location,us,573930488001347584,1,en,Silicon Valley,0,-2,0,2015-03-06 19:37:46 UTC,,,ca,http://t.co/NbzRS2Iuag Poll Reveals A Disturbing New Trend About Vaccine Opinions http://t.co/zKggtm42rr,0,0,0,-122.052628,37.395321,
"Vaccin8tionNews (Sandy Gottstein,M.A.)",0,,,573956333017288705,-1,en,,0,0,0,2015-03-06 21:20:28 UTC,,,,.@hefysegydoho US Gov't Moves on Nationwide Adult Vaccination http://t.co/zLj8NfDkHO PLZ SIGN &amp; RT! https://t.co/bMQI6CEmTd #AntiForce,1,0,0,,,
iboostimmunity (I Boost Immunity),0,location,ca,573963324393668609,0,en,BC,0,0,0,2015-03-06 21:48:14 UTC,,,bc,Ebola vaccine trial to start in Guinea. http://t.co/7Wc0Y8Bzhx,1,0,0,-126.550709,54.154531,
LongHairedFreek (Danny Brown Q.),0,,,573969215708753920,0,en,"Satan's Jacuzzi, Arizona",0,1,0,2015-03-06 22:11:39 UTC,,573959554083524608,,RT @TheGoodGodAbove: I wish there was a vaccine for stupidity.,1,0,0,,,
sapienist (Sonia F. Khan),0,location,us,574010389559574528,1,en,San Francisco Bay Area,1,-2,0,2015-03-07 00:55:16 UTC,,573873586835881985,ca,RT @scohenmdmph: the silver lining to the measles epidemic-converting anti-vaccine skepticism http://t.co/zqHecR5IzM,1,0,0,-122.370941,37.878695,
JeetJangid6 (Jeet Jangid),0,location,in,574082021980573696,1,en-gb,Jabalpur,0,1,0,2015-03-07 05:39:54 UTC,,,mp,@DhskDesk WHO recommends annual vaccination to combat swineflu ---&gt;&gt; [http://t.co/FDL4Dmwjg0],0,0,0,79.938637,23.16065,
JeetJangid6 (Jeet Jangid),0,location,in,574138507993743360,0,en-gb,Jabalpur,0,1,0,2015-03-07 09:24:21 UTC,,,mp,@NanduChitnis WHO recommends annual vaccination to combat swineflu ---&gt;&gt; [http://t.co/FDL4Dmwjg0],0,0,0,79.938637,23.16065,
ruby2sday33 (ruby 2sday),0,,,574269865038454786,-1,en,,0,0,0,2015-03-07 18:06:19 UTC,,574265721531723776,,RT @Vaccin8tionNews: .@cath_mchugh US Gov't Moves on Nationwide Adult Vaccination http://t.co/zLj8NfDkHO PLZ SIGN &amp; RT! https://t.co/bMQI6C…,1,0,0,,,
worldnews_net (WorldNews_net),0,,,574319073061904384,0,en,,0,0,0,2015-03-07 21:21:52 UTC,,,,WHO Begins Ebola Vaccine Trial in Guinea http://t.co/2g0vzH3Ulg #Voice #America #voa #news,1,0,0,,,
RachelMommy1 (Rachel Mommy),0,location,us,574330035231838209,-1,en,"Hollywood, CA",0,-1,0,2015-03-07 22:05:25 UTC,,574050326212386816,ca,RT @CaliVaxChoice: @RobertKennedyJr to #Oregon lawmakers: Reject vaccine bill http://t.co/XPF9Ny1uhX via @salem_statesman @Waterkeeper @Tra…,1,0,0,-118.337209,34.101555,90028
_BSGCT (BSGCT),0,location,gb,574344485599113217,0,en,United Kingdom,0,5,0,2015-03-07 23:02:50 UTC,,573822077125394432,,RT @8jorev: Superb talk by Prof Adrian Hill on vaccine discovery and #ebola vaccine trials at @morethanadodo @britsocimm,1,0,0,-5.822485,55.00839,
"Vaccin8tionNews (Sandy Gottstein,M.A.)",0,,,574348687356260353,-1,en,,0,0,0,2015-03-07 23:19:32 UTC,,,,.@militia_usa US Gov't Moves on Nationwide Adult Vaccination http://t.co/zLj8NfDkHO PLZ SIGN &amp; RT! https://t.co/bMQI6CEmTd #AntiForce,1,0,0,,,
beachvetlbc (Dr. Ena Valikov  ),0,location,us,574362833661521920,-1,en,Long Beach CA,0,2,0,2015-03-08 00:15:45 UTC,574362373013684224,,ca,@dkegel We won't know true efficacy of HPV vaccine til measure cc rates in large epidemiol. studies @itsmepanda1 @VaccineXchange @GMOTruths,1,0,0,-118.192399,33.766725,90802
BlindManMark (IncometaxISslavery),0,,,574381365602295808,-1,en,1937 Germany ,0,0,0,2015-03-08 01:29:23 UTC,,571034561817260032,,RT @TheTruthers3: @seekerwisdom8 30 Years of Secret Official Transcripts Show UK Government Experts Cover Up Vaccine Hazards.  https://t.co…,1,0,0,,,
pjsvalli (Spencer Valli),0,,,574390705864441856,1,en,,0,2,0,2015-03-08 02:06:30 UTC,,574390322739961856,,RT @HHMINEWS: Radical #Vaccine Design Effective Against #Herpes Viruses | http://t.co/EAcm2YUxHW http://t.co/F3JTenTITm,1,0,0,,,
Gigidahling (Gigi Perrusquia ),0,location,us,574450390202089472,-1,en,Mother Earth ♥,0,-3,0,2015-03-08 06:03:40 UTC,,,tx,Vaccine Mechanism of Harm Exposed in Gardasil http://t.co/Wb0iJOJOFj,1,0,0,-102.410204,34.232945,79031
NOWinAutism (NOWin Autism),0,,,574568605993467904,-1,en,,0,2,0,2015-03-08 13:53:25 UTC,,574360404219981824,,RT @luckykelsey: @natlawreview legal thoughts on forced vaccination w/out consent for Americans? #CDCwhistleblower,1,0,0,,,
Treyfish (Tom Watkins),0,,,574589423465152512,0,en,,0,0,0,2015-03-08 15:16:08 UTC,,574588533928759296,,RT @ebolaradar: Ebola Vaccine Given For Just Second Time; A 7th Person In Chicago Tested For Deadly Virus - http://t.co/6TbEFSRcLI #ebola,1,0,0,,,
ruby2sday33 (ruby 2sday),0,,,574631613838983168,-1,en,,0,0,0,2015-03-08 18:03:47 UTC,,574629442183524352,,RT @Vaccin8tionNews: .@glennbeck US Gov't Moves on Nationwide Adult Vaccination http://t.co/zLj8NfDkHO PLZ SIGN &amp; RT! https://t.co/bMQI6CEm…,1,0,0,,,
concernedpar3nt (Michael Brady),0,,,574756881627021312,-1,en,,0,-2,0,2015-03-09 02:21:33 UTC,,574756821568630784,,"RT @VaccineChoiceCA: Offit made erroneous HPV claims, too #vaccine http://t.co/83BZJAa5a8 via @wordpressdotcom",1,0,0,,,
ehealthmgmt (HealthManagement.org),0,location,cy,574837596494368768,0,en,"Limassol, Cyprus",0,2,0,2015-03-09 07:42:17 UTC,,,,Powerful Anti-HIV Agent Can Work in a Vaccine https://t.co/SkeCK5ln1r http://t.co/oB3AJ8Kts6,1,0,0,33.051109,34.683338,
aAcdemy0Staging (Kim Kapellusch),0,location,us,574929019897970688,0,en,Iowa,0,0,0,2015-03-09 13:45:34 UTC,,,ia,UPDATE 2-Guinea to start final trials of Ebola vaccines this week,1,0,0,-93.389889,41.93825,
NodeKarim (KarimTest),0,,,574932014492614656,1,en,,0,0,0,2015-03-09 13:57:28 UTC,,,,"@undefined Polio was once America's most-feared disease, causing death and paralysis across the country, but today, thanks to vaccination, t",1,0,0,,,
tohotcleo (cleo#luvs#fashion ),0,,,574947790784106497,-1,en,,0,0,0,2015-03-09 15:00:09 UTC,,574944153504759808,,RT @BillGates: Vaccine controversy is as old as vaccination itself. @DavidOshinsky explains the history: http://t.co/3vsxR71E1b,1,0,0,,,
ElizabethMcCra2 (Elizabeth McCracken),1,,,574964181482475520,-1,en,,0,0,0,2015-03-09 16:05:17 UTC,,574963808030040064,,RT @Stutzy6: #WakeUPAmerica WantedByFeds=Thorsen Helped PullOff CDC Vaccine Autism Heist http://t.co/xUNf1UFyOo #CDCwhistleblower http://t.…,1,0,0,,,
wizardQi (Robert A Adjutant),0,location,us,574968084957642752,-1,en,"Conway, New Hampshire, USA",0,-3,0,2015-03-09 16:20:48 UTC,,574940626728452096,nh,RT @aspiesmom: PLZ RT.@Daily_Record  MOM of vaccine-injured child who died responds to @JimmyKimmel https://t.co/8Z09sVkXYu … #CDCwhistlebl…,1,0,0,-71.110673,43.97942,03818
raycaryl (ray clarke),0,,,575048962631053312,1,en,,0,-2,0,2015-03-09 21:42:11 UTC,,,,Historically low vaccination rates to blame for new measels outbreaks http://t.co/dFbQJTIZCn via @nzherald,1,0,0,,,
Heather70180485 (Heather Anderson),0,,,575081375641919488,-1,en,,0,-4,0,2015-03-09 23:50:59 UTC,,575071420834693120,,"RT @Andifortruth: .@SenMattMurphy  Vax can result in severe allergic reaction,Guillain-Barre’Synd. brachial neuritis &amp; more #CDCwhistleblow…",0,1,0,,,
AustDawg (Austin Pardee),0,,,561918140612104192,1,en,,0,-1,0,2015-02-01 16:04:59 UTC,,561876280808067074,,RT @OhNoSheTwitnt: There are a lot of idiot anti-vaccine people out there. It's not fair that Jenny McCarthy is always Singled Out.,1,0,0,,,
medpasshealth (Med+Pass),0,location,us,561949806860718081,1,en,"Nashville, Tennessee",0,0,0,2015-02-01 18:10:49 UTC,,561569495110942720,tn,"RT @PBS: As disease outbreaks make the news, @novapbs offers its film ""Vaccines--Calling the Shots."" Stream it online at http://t.co/HGN3Jo…",1,0,0,-86.778365,36.167783,37201
againbu (Shad Quick),0,location,us,562119222743298050,0,en,Honolulu,0,0,0,2015-02-02 05:24:01 UTC,,,hi,Liberias Ebola vaccine trial begins http://t.co/2IicUSp0lH,1,0,0,-157.857614,21.30477,96813
iamhycode (Hy'Class Clothings),0,,,562121394939363328,0,en,,0,-3,0,2015-02-02 05:32:38 UTC,,,,Liberia's Ebola vaccine trial begins: The first large-scale trials of an experimental vaccine against the dead... http://t.co/rbrx011ZOd,1,0,0,,,
The_other_fem (Begonia),0,location,eg,562133070950973442,1,en,"Cairo, Egypt",0,0,0,2015-02-02 06:19:02 UTC,562132864561864704,,,@Maggiemelba gedan!! Entasharo awe :)) we need vaccine! I always called for one :))),1,0,0,31.25536,30.08374,
health_google (Google Health News),0,,,562145974949134336,1,en,,0,-2,0,2015-02-02 07:10:19 UTC,,,,A Discredited Vaccine Study's Continuing Impact on Public Health - New York Times http://t.co/Sv9TEW7Z0L #google #health,1,0,0,,,
XandraRJ14 (→14DeFebHBDTOME♡),0,,,562192484919287809,0,es,[#BBM 7f23d14d♥] ,0,2,0,2015-02-02 10:15:08 UTC,,,,Liberians urged 'to take courage' as Ebola vaccine trial starts: A trial of an Ebola vaccine was t... http://t.co/AzvEL7y2ch @XandraRJ14,0,0,0,,,
kiffanik (Claudineopatra),0,location,us,562265549850558465,1,en,"Tampa, Florida",0,3,0,2015-02-02 15:05:28 UTC,,562260589150765056,fl,RT @jbouie: The vague-Social Darwinism of anti-vaccination parents is fascinating.  http://t.co/N9xr7ORSDX http://t.co/ACoEh4fAWA,1,0,0,-82.459269,27.94653,33602
cruadin (Cruadin),0,location,us,562277730805227520,1,en,East Tennessee,0,-3,0,2015-02-02 15:53:52 UTC,562273280158347264,,tn,"@seanmdav The anti-vax crowd certainly has a share of blame, but the open border policies poured gasoline on this fire.",0,1,0,-86.741852,36.19875,37216
yvonison (YMS),0,location,us,562279381826293760,0,xx-lc,virginia,0,1,0,2015-02-02 16:00:25 UTC,,562278448337809409,va,"RT @bobingle99: Feeling heat on vaccinations comment, Christie issues clarification but there is that 2009 letter he wrote http://t.co/1Kcb…",0,0,0,-79.458504,38.003351,
kasiazaremba91 (Kasia Zaremba),1,,,562285517992366080,1,pl,,0,1,0,2015-02-02 16:24:48 UTC,,,,"#Ebola #vaccine has not been linked to #Autism. #Diarrhea, yes http://t.co/esordO3GQ6",1,0,0,,,
ginzimas (Ginz),0,location,us,562306537646219265,0,en,Universe|,0,0,0,2015-02-02 17:48:20 UTC,,562302007084855297,in,RT @eNCAnews: Ebola vaccines testing starts in Liberia http://t.co/ueXHdZOJrB http://t.co/u9bSlRgGim,1,0,0,-87.453024,39.622095,47842
IMAjayRathi (Ajay Rathi),0,location,in,562316953155420160,0,en,Mumbai,0,0,0,2015-02-02 18:29:43 UTC,,,mh,"Uff!! it caught ;-) By the Numbers: Republicans, Democrats and the Vaccination Debate - NBCN... http://t.co/KgthjgfxdI #gossip",1,0,0,72.875877,19.076191,
ShatteredKarma (Jade Langley),0,location,us,562319434971627521,0,en,Texas,0,-2,0,2015-02-02 18:39:35 UTC,,562319405384609793,tx,RT @EWDolan: Two more GOP presidential hopefuls express doubts about mandatory vaccinations  http://t.co/xhT9LxnZPM,1,0,0,-100.077148,31.168895,
newsparod (newsparody),0,,,562326702831828993,0,en,,0,0,0,2015-02-02 19:08:28 UTC,,,,-=- Fwd: Large Scale Trials Of Ebola Experimental Vaccine In Liberia http://t.co/FBz34i5E6N -=-,1,0,0,,,
SenileDonDraper (Senile Don Draper),0,location,us,562377700682498051,1,en,"Pillow Fort, New York",1,-2,0,2015-02-02 22:31:06 UTC,,,ny,"I'm sorry about the anti-vax thing, but you can't sell Mountain Dew as a measles cure if there are no measles. That's science 101.",0,1,0,-73.972569,40.706652,
jtLOL (Jim Treacher),0,,,562657144575913985,1,en,,0,4,0,2015-02-03 17:01:31 UTC,,,,Vaccination hypocrite? @SallyKohn made fun of HPV vaccine at GOP debate while her own child wasn't vaccinated http://t.co/LhpPxTkiiw,1,0,0,,,
lovettj9 (Jane Lovett),0,,,562966626119987201,1,en,,0,1,0,2015-02-04 13:31:17 UTC,,562956338196905986,,RT @cnnhealth: CNN: Dr. Sanjay Gupta: Vaccines work they are a matter of fact http://t.co/Q61YsjVrXR,1,0,0,,,
hondokev (kevin hardesty),0,,,563008200413564928,1,en,,0,0,0,2015-02-04 16:16:29 UTC,,563001307003621376,,RT @CNN: 5 myths surrounding vaccines -- and the reality: http://t.co/u9btwyZVOF http://t.co/DhQdQX2cds,1,0,0,,,
Leaven4theLoaf (Ellen Kolb),0,location,us,563074951419527168,-1,en,"NH, USA",0,0,0,2015-02-04 20:41:44 UTC,,562643232463802368,nh,RT @MZHemingway: New rule: 100% of journalists must ask 100% of Democrats when science says life begins before uttering the word “vaccine” …,1,0,0,-71.632927,44.001175,
Kim_Moynahan (Kimberly Moynahan),0,location,ca,563088899107729409,1,en,"Toronto, ON",0,2,0,2015-02-04 21:37:09 UTC,,,on,Gives me hope for this generation &gt; Students raise concerns over Queen's professor’s anti-vaccine teachings |  http://t.co/r9G3fTuFET,1,0,0,-79.385324,43.64856,m5h
ThomasCatie (Catie),0,,,563093206687305728,0,en,,0,0,0,2015-02-04 21:54:16 UTC,,,,She's morphine. Queen of my vaccine.,1,0,0,,,
CowPolitics (Pedro Paz),0,location,us,563098286564061184,0,en,"California, USA",0,0,0,2015-02-04 22:14:28 UTC,,,ca,Bill would abolish vaccination exemption for parents' personal beliefs: A group of state lawmakers announced l... http://t.co/jGmjHt9bul,1,0,0,-119.270229,37.271875,
2bs1t (Miguel Cucharacha),0,,,563103076408520704,1,en,,1,0,0,2015-02-04 22:33:30 UTC,,562762461380902915,,RT @Fun_Beard: GOP after 5 US Ebola cases:  CLOSE THE BORDERS  After 100+ measles cases: People should be given a choice on vaccines.,1,0,0,,,
davidjones720 (David Jones),0,location,us,563110989181489152,1,en,Springfield Tn,0,-2,0,2015-02-04 23:04:56 UTC,,,tn,Anti-Vaxx Pandering: Rand Paul and Chris Christie Deserve the Media Criticism - Breitbart http://t.co/BGXvTijVhE,0,0,0,-86.885294,36.509375,37172
RelUnrelated (Dan J),0,location,us,563114819189231617,1,en,"Urbana, Illinois",0,0,0,2015-02-04 23:20:09 UTC,,,il,Anti-Vaccination Doctor Under Investigation by Arizona Medical Board http://t.co/cLCIs3XHhe via @phoenixnewtimes,1,0,0,-88.204489,40.11727,61802
blkwid713 (Cherryl),0,location,us,563132972530794496,0,en,Florida,0,0,0,2015-02-05 00:32:17 UTC,,,fl,"Rand Paul Clarifies Vaccine Stance, Rips Liberal Media 'Misreporting' http://t.co/GH4nmuM81y via @mediaite",1,0,0,-83.832764,27.76102,
lovepeoplejo (Joseph Belmont),0,location,us,563134766749589504,1,en,"Norfok,Virginia",0,0,0,2015-02-05 00:39:25 UTC,,563131162453749760,va,RT @OutFrontCNN: 5 myths surrounding #vaccines -- and the reality: http://t.co/BmbqgIu8If @CNN http://t.co/kXKPSLpcSz,1,0,0,-76.285069,36.846825,23510
alnparadise (al judson),0,,,563136172558659584,0,en,,0,0,0,2015-02-05 00:45:00 UTC,,,,Nurse Wrongly Quarantined For Ebola By Chris Christie Slams His Hypocrisy On Vaccines (VIDEO) http://t.co/YTnYFQDZ1k,1,0,0,,,
krs21da (-),0,,,563139833644597249,1,id,,0,-1,0,2015-02-05 00:59:33 UTC,,,,CDC Chief to Vaccine Worriers: Ignore Internet Myths http://t.co/vAAPOYzxU7,0,0,0,,,
rickbilyak (Rick Bilyak),0,location,us,563145995224367104,1,en,San Diego,0,0,0,2015-02-05 01:24:02 UTC,,,ca,Rand Paul attempts to inoculate himself from vaccine controversy http://t.co/EQNCOXZDqw,1,0,0,-117.161719,32.715695,92101
confidant (Gerald Roberts),0,location,us,563147434595868673,1,en,"Macclenny, florida US",0,-4,0,2015-02-05 01:29:45 UTC,,,fl,What anti-vax parents get wrong about personal liberty: Asking others to bear the risk and cost of vaccination... http://t.co/3IWi83YK4C,1,1,0,-82.121859,30.282461,32063
daverudbarg (daverudbarg),0,coordsu,,563163828507406336,1,en,"ÜT: 40.742218,-73.974384",0,0,0,2015-02-05 02:34:54 UTC,,,,“Women in the developing world know the power of [vaccines]. They will walk 10 kilometers in the heat with their... http://t.co/B7TIQEU20k,1,0,0,-73.974384,40.742218,
rafaeltmoros (rafaelt moros),0,,,563167928779276288,-1,es,,0,1,0,2015-02-05 02:51:12 UTC,,562326965101674496,,"RT @WG_Burton: Guillain Barré Syndrome is #1 Side Effect of Vaccine Injury   Get more vaccines, greater odds  http://t.co/zdEQyuC8SM http:/…",0,0,0,,,
amg503 (Adam M. Girod),0,,,563169806216462337,1,en,"Tatooine / Keizer, OR",0,4,0,2015-02-05 02:58:39 UTC,563166181482569728,,,"@TheHine @Montel_Williams @RegularJoe2 I agree it's parents decision, though. But they should, with good science, come to vax decision.",0,1,0,,,
logo8guru (Video Solution),0,,,563176841247064068,0,en,,0,0,0,2015-02-05 03:26:36 UTC,,,,#oddnews California Lawmakers Aim to Limit Vaccine Exemptions: California lawmakers aim to remove 'personal belief'… http://t.co/wWQdQYTUQU,1,0,0,,,
mmcabime (Abimelec Reyes Duran),0,,,563183595473211394,1,es,,0,-2,0,2015-02-05 03:53:27 UTC,,562979307644272641,,"RT @obgmanagement: CDC: Almost all cases of cervical cancer can be prevented with HPV vaccination, regular screening tests, and follow-up #…",0,0,0,,,
amyjo80 (Amy Martz),0,location,us,563185533867032576,1,en,"Fargo, N.D.",0,0,0,2015-02-05 04:01:09 UTC,,563182458443534338,nd,RT @inforum: ND 'set up for outbreaks'; vaccination rate for state's youngest students raises concern http://t.co/BMQqggJeAi,1,0,0,-96.781764,46.87591,58102
nickstick44 (nick stick),0,,,563186641775251457,1,en,,0,0,0,2015-02-05 04:05:33 UTC,,,,Push to remove anti-vax exemption http://t.co/v7iVzHr9fz,0,1,0,,,
Conserve_USA (Conservative Nation),0,location,us,563190580176371713,-1,en,The Mid-West ,0,-4,0,2015-02-05 04:21:12 UTC,,,wy,Bobby Jindal Slams Media’s ‘Hypocritical’ Vaccine Coverage: ‘The Left Denies Science’ [VIDEO] http://t.co/2fMDMDU1MO #tcot,1,0,0,-106.277089,43.409725,82643
dr_crx (Baha AboAlHaija),0,,,563200813472825344,-1,en,Sky -  Baha@pulsetec.net (O-) ,0,-2,0,2015-02-05 05:01:52 UTC,,563194008449458177,,RT @conspiracystory: Flu shots/ Vaccinations http://t.co/ipJRYGkOuB,1,0,0,,,
SusanHW (Susan ),0,location,us,563208242537693186,0,en,"Houston, Texas ",0,2,0,2015-02-05 05:31:23 UTC,,,tx,Trial Lawyers and Dem Donors Support Anti-Vaccination Movement http://t.co/BZjpHuw9o4,1,0,0,-95.369784,29.76045,77002
hannyfahaulia (hannyfah aulia),0,,,563216014301609985,1,id,,0,-2,0,2015-02-05 06:02:16 UTC,,563212472820043776,,RT @lukayginanjar: This map shows where the real child vaccination problems are - http://t.co/OaefJ2lcqQ,0,0,0,,,
TheRealDeniseR_ (deniseR),0,,,563222338423230465,1,en,,0,0,0,2015-02-05 06:27:24 UTC,,563200052815228929,,"RT @cnnbrk: 2 Calif. state senators propose legislation that would eliminate ""personal beliefs"" exemption for vaccinations. http://t.co/Mw9…",1,0,0,,,
allexis_sheeran (❁lex❁),1,location,us,563222424159023104,1,en,"Sarasota, FL ",0,3,0,2015-02-05 06:27:44 UTC,,,fl,"Even if vax's DID cause autism (which is literally impossible), wouldn't you rather your child be healthy &amp; alive? Autism or not? #ProVax",0,1,0,-82.539629,27.33888,34236
DanielleTWL (Dandemonium),0,location,au,563235586417233920,0,en,Melbourne,0,0,0,2015-02-05 07:20:02 UTC,,562471730036219904,vic,RT @NoToFeminism: I don’t need femisms hello @jennymccarthy can you please inform which is the vaccine that causes femisism so we can avoid…,1,0,0,144.967148,-37.817532,
VeronicaCoffin (Veronica Coffin),0,,,563235707053805568,-1,en,,0,-4,0,2015-02-05 07:20:31 UTC,,,,Media Bias Rears Ugly Head in Vaccine Controversy http://t.co/mxMCqBEc5x @BillPeriman @Smokie_tx @GulfDogs  @JoeDanMedia #fingersflying,1,0,0,,,
dinasporer (dina sporer),0,location,us,563243578047348736,0,en,"san francisco, ca ",0,-2,0,2015-02-05 07:51:48 UTC,,563239466576261120,ca,"RT @bmohr: My GG Grandmother’s smallpox vaccination certificate from 1860. No certificate? No confirmation, marriage, education… http://t.c…",1,0,0,-122.419644,37.777125,94102
wademocracy (WA Democracy),0,,,563275746320187392,1,en,Issaquah / Seattle,0,0,0,2015-02-05 09:59:37 UTC,,563247404246659072,,"RT @grist: When it comes to vaccination, people think with their hearts, not their heads. http://t.co/a3FyeJ5vas http://t.co/w4ul4vcUSl",1,0,0,,,
BBreakingNNewss (BreakingNews),0,,,563313513200766976,0,pt,,0,0,0,2015-02-05 12:29:42 UTC,,,,#BreakingNews Liberia kicks off clinical trial for Ebola vaccines as outbreak ebbs: A trial of two experimenta...  http://t.co/t22HEgsSlp,0,0,0,,,
TehLATimes (Teh LA Times),0,location,us,563319440691851264,0,en,Los Angeles,0,0,0,2015-02-05 12:53:15 UTC,,,ca,The anti-vaccine crowd gets its #Hollywood moment at premiere  http://t.co/G4H7kX2DVV #Hollywoodtreatment #JayGordon #nationaldebate,1,0,0,-118.245319,34.05349,90012
barryjackson1 (Barry Jackson),0,location,us,563329426998689795,1,en,"Washington, DC",0,-3,0,2015-02-05 13:32:56 UTC,,,dc,It really hurts that I put all that work into a vaccine and #antivaxxers ignore it - Brian Williams #BrianWilliamsMisremembers,1,0,0,-77.031959,38.89037,20004
katiesci (Katie),0,location,us,563333116031270912,1,en,"In the lab, most likely",0,0,0,2015-02-05 13:47:35 UTC,,562997017002397696,ca,RT @ezraklein: This is a really key point about the anti-vaccine movement: http://t.co/SPvs7cBH0n http://t.co/vQazUlyr4M,1,0,0,-120.503883,41.229215,96116
ndiakopoulos (Nick Diakopoulos),0,location,us,563338538906034176,1,en,"Washington, DC",1,0,0,2015-02-05 14:09:08 UTC,,563334075155755008,dc,"RT @sullduggery: Incredible measles interactive from @PopovichN &amp; Co—vaccine herd immunity, ping-pong edition: http://t.co/DSkCrp8BaT http:…",1,0,0,-77.031959,38.89037,20004
zuzuhaha (Zuzu ),0,location,ca,563360019052498947,0,en,"Parkdale, Toronto",0,0,0,2015-02-05 15:34:29 UTC,,,on,Toronto Star missed the important HPV vaccine story. The vaccines are not covering forms of HPV that are more common for Black women.,1,0,0,-79.439339,43.642521,
KimHNorris (Kim Norris),0,location,us,563361222704504832,0,en,Planet Earth,0,1,0,2015-02-05 15:39:16 UTC,,563358106957389824,tx,"RT @washingtonpost: California lawmakers want to get rid of the ""personal belief"" vaccination exemption http://t.co/Lt0q1evNVS",1,0,0,-102.410204,34.232945,79031
reneehulshof (Renee Hulshof),0,location,us,563363886171033601,0,en,"Columbia, Missouri",0,0,0,2015-02-05 15:49:51 UTC,,563363569732182016,mo,RT @CoMo_HealthDept: State of Missouri requires MMR vax for school enrollment.,0,1,0,-92.334157,38.952174,65203
susan_welch7 (susan elizabeth),0,,,563364098076078080,-1,en,,0,3,0,2015-02-05 15:50:42 UTC,,,,http://t.co/MsDDiRD8mi Great article from Anne Dachel quoting doctors admitting link vax/autism. #CDCwhistleblower,0,0,0,,,
